nurse_id_i,name_i,nurse_id_j,name_j,js_distance
53951,Melissa Welch,99412,Jaclyn Robinson,0.7032455185
58489,Jeanne Rodriguez,62116,David Galloway,0.5267679222
58489,Jeanne Rodriguez,62617,Raymond Clark,0.5223123463
58489,Jeanne Rodriguez,73765,Anthony Webb,0.4977797776
58489,Jeanne Rodriguez,74398,Lauren Salinas,0.5235552549
58489,Jeanne Rodriguez,81119,Mrs. Rachel Price MD,0.5351150543
58489,Jeanne Rodriguez,82336,William Vasquez,0.5489455575
58489,Jeanne Rodriguez,84362,Francisco Escobar,0.6104092438
58489,Jeanne Rodriguez,89525,Cindy Hernandez,0.5645544531
58489,Jeanne Rodriguez,99412,Jaclyn Robinson,0.6474709082
62116,David Galloway,62617,Raymond Clark,0.3649587234
62116,David Galloway,73765,Anthony Webb,0.5043376697
62116,David Galloway,74398,Lauren Salinas,0.1914033772
62116,David Galloway,81119,Mrs. Rachel Price MD,0.3510636825
62116,David Galloway,82336,William Vasquez,0.2035426687
62116,David Galloway,84362,Francisco Escobar,0.2861498761
62116,David Galloway,89525,Cindy Hernandez,0.3555762874
62116,David Galloway,99412,Jaclyn Robinson,0.6367535891
62617,Raymond Clark,73765,Anthony Webb,0.5688848015
62617,Raymond Clark,74398,Lauren Salinas,0.3207406296
62617,Raymond Clark,81119,Mrs. Rachel Price MD,0.3585058347
62617,Raymond Clark,82336,William Vasquez,0.4015282360
62617,Raymond Clark,84362,Francisco Escobar,0.4114925921
62617,Raymond Clark,89525,Cindy Hernandez,0.3146126983
62617,Raymond Clark,99412,Jaclyn Robinson,0.7422547489
73765,Anthony Webb,74398,Lauren Salinas,0.5083672597
73765,Anthony Webb,81119,Mrs. Rachel Price MD,0.4731577421
73765,Anthony Webb,82336,William Vasquez,0.5081389313
73765,Anthony Webb,84362,Francisco Escobar,0.5767742843
73765,Anthony Webb,89525,Cindy Hernandez,0.5545358562
73765,Anthony Webb,99412,Jaclyn Robinson,0.4839467754
74398,Lauren Salinas,81119,Mrs. Rachel Price MD,0.3485291367
74398,Lauren Salinas,82336,William Vasquez,0.2111592286
74398,Lauren Salinas,84362,Francisco Escobar,0.2660444655
74398,Lauren Salinas,89525,Cindy Hernandez,0.3364418140
74398,Lauren Salinas,99412,Jaclyn Robinson,0.6735601121
81119,Mrs. Rachel Price MD,82336,William Vasquez,0.3817244661
81119,Mrs. Rachel Price MD,84362,Francisco Escobar,0.4279332363
81119,Mrs. Rachel Price MD,89525,Cindy Hernandez,0.3669680683
81119,Mrs. Rachel Price MD,99412,Jaclyn Robinson,0.6662863677
82336,William Vasquez,84362,Francisco Escobar,0.2554363744
82336,William Vasquez,89525,Cindy Hernandez,0.3948752265
82336,William Vasquez,99412,Jaclyn Robinson,0.6294066982
84362,Francisco Escobar,89525,Cindy Hernandez,0.4187070135
84362,Francisco Escobar,99412,Jaclyn Robinson,0.6785732296
89525,Cindy Hernandez,99412,Jaclyn Robinson,0.7009528510
