nurse_id_i,name_i,nurse_id_j,name_j,js_distance
46630,Sara Lynn,82336,William Vasquez,0.5198114418
46630,Sara Lynn,84362,Francisco Escobar,0.5226646122
46630,Sara Lynn,89525,Cindy Hernandez,0.4643636373
46630,Sara Lynn,99412,Jaclyn Robinson,0.7643639630
46740,Jason Drake,47931,Bradley Mccann,0.4435689311
46740,Jason Drake,52677,Krista Jones,0.3697187924
46740,Jason Drake,52773,Ian Garcia,0.6601259137
46740,Jason Drake,53951,Melissa Welch,0.5639545671
46740,Jason Drake,58489,Jeanne Rodriguez,0.6635880701
46740,Jason Drake,62116,David Galloway,0.4035123757
46740,Jason Drake,62617,Raymond Clark,0.5431089068
46740,Jason Drake,73765,Anthony Webb,0.6114307144
46740,Jason Drake,74398,Lauren Salinas,0.3616882872
46740,Jason Drake,81119,Mrs. Rachel Price MD,0.5360957328
46740,Jason Drake,82336,William Vasquez,0.3593250305
46740,Jason Drake,84362,Francisco Escobar,0.4162886710
46740,Jason Drake,89525,Cindy Hernandez,0.5446318566
46740,Jason Drake,99412,Jaclyn Robinson,0.6768956035
47931,Bradley Mccann,52677,Krista Jones,0.4319579372
47931,Bradley Mccann,52773,Ian Garcia,0.6242068856
47931,Bradley Mccann,53951,Melissa Welch,0.4989719858
47931,Bradley Mccann,58489,Jeanne Rodriguez,0.6158552232
47931,Bradley Mccann,62116,David Galloway,0.3419073309
47931,Bradley Mccann,62617,Raymond Clark,0.4770032160
47931,Bradley Mccann,73765,Anthony Webb,0.5513134462
47931,Bradley Mccann,74398,Lauren Salinas,0.3738184720
47931,Bradley Mccann,81119,Mrs. Rachel Price MD,0.4678726339
47931,Bradley Mccann,82336,William Vasquez,0.3840240397
47931,Bradley Mccann,84362,Francisco Escobar,0.4768521814
47931,Bradley Mccann,89525,Cindy Hernandez,0.4955136415
47931,Bradley Mccann,99412,Jaclyn Robinson,0.6098876728
52677,Krista Jones,52773,Ian Garcia,0.6708515413
52677,Krista Jones,53951,Melissa Welch,0.5705015310
52677,Krista Jones,58489,Jeanne Rodriguez,0.6569798431
52677,Krista Jones,62116,David Galloway,0.3811032804
52677,Krista Jones,62617,Raymond Clark,0.5229329693
52677,Krista Jones,73765,Anthony Webb,0.6228926991
52677,Krista Jones,74398,Lauren Salinas,0.3542649432
52677,Krista Jones,81119,Mrs. Rachel Price MD,0.5151606176
52677,Krista Jones,82336,William Vasquez,0.3585584902
52677,Krista Jones,84362,Francisco Escobar,0.4020728999
52677,Krista Jones,89525,Cindy Hernandez,0.5116836337
52677,Krista Jones,99412,Jaclyn Robinson,0.6835483723
52773,Ian Garcia,53951,Melissa Welch,0.6892556365
52773,Ian Garcia,58489,Jeanne Rodriguez,0.7025074271
52773,Ian Garcia,62116,David Galloway,0.6877196404
52773,Ian Garcia,62617,Raymond Clark,0.7053117905
52773,Ian Garcia,73765,Anthony Webb,0.5180086545
52773,Ian Garcia,74398,Lauren Salinas,0.6914266028
52773,Ian Garcia,81119,Mrs. Rachel Price MD,0.6130850127
52773,Ian Garcia,82336,William Vasquez,0.6774201242
52773,Ian Garcia,84362,Francisco Escobar,0.7424869127
52773,Ian Garcia,89525,Cindy Hernandez,0.6954537057
52773,Ian Garcia,99412,Jaclyn Robinson,0.5483158964
53951,Melissa Welch,58489,Jeanne Rodriguez,0.6819578065
53951,Melissa Welch,62116,David Galloway,0.5005357449
53951,Melissa Welch,62617,Raymond Clark,0.4715983640
53951,Melissa Welch,73765,Anthony Webb,0.6360458042
53951,Melissa Welch,74398,Lauren Salinas,0.4853677149
53951,Melissa Welch,81119,Mrs. Rachel Price MD,0.4738949110
53951,Melissa Welch,82336,William Vasquez,0.5339154624
53951,Melissa Welch,84362,Francisco Escobar,0.5441894552
53951,Melissa Welch,89525,Cindy Hernandez,0.5689398988
53951,Melissa Welch,99412,Jaclyn Robinson,0.7677393095
58489,Jeanne Rodriguez,62116,David Galloway,0.6260270702
58489,Jeanne Rodriguez,62617,Raymond Clark,0.6052380384
58489,Jeanne Rodriguez,73765,Anthony Webb,0.6769740898
58489,Jeanne Rodriguez,74398,Lauren Salinas,0.6237703022
58489,Jeanne Rodriguez,81119,Mrs. Rachel Price MD,0.6553561312
58489,Jeanne Rodriguez,82336,William Vasquez,0.6551746601
58489,Jeanne Rodriguez,84362,Francisco Escobar,0.6835737114
58489,Jeanne Rodriguez,89525,Cindy Hernandez,0.6582712917
58489,Jeanne Rodriguez,99412,Jaclyn Robinson,0.7425079688
62116,David Galloway,62617,Raymond Clark,0.4477879001
62116,David Galloway,73765,Anthony Webb,0.6250935432
62116,David Galloway,74398,Lauren Salinas,0.2821835612
62116,David Galloway,81119,Mrs. Rachel Price MD,0.4626743777
62116,David Galloway,82336,William Vasquez,0.3079515255
62116,David Galloway,84362,Francisco Escobar,0.3934020567
62116,David Galloway,89525,Cindy Hernandez,0.4630005243
62116,David Galloway,99412,Jaclyn Robinson,0.6990821072
62617,Raymond Clark,73765,Anthony Webb,0.6823237021
62617,Raymond Clark,74398,Lauren Salinas,0.4189553040
62617,Raymond Clark,81119,Mrs. Rachel Price MD,0.4653309458
62617,Raymond Clark,82336,William Vasquez,0.4880219752
62617,Raymond Clark,84362,Francisco Escobar,0.4960169207
62617,Raymond Clark,89525,Cindy Hernandez,0.4205375848
62617,Raymond Clark,99412,Jaclyn Robinson,0.7845668973
73765,Anthony Webb,74398,Lauren Salinas,0.6272704039
73765,Anthony Webb,81119,Mrs. Rachel Price MD,0.5995497447
73765,Anthony Webb,82336,William Vasquez,0.6262314667
73765,Anthony Webb,84362,Francisco Escobar,0.6912078822
73765,Anthony Webb,89525,Cindy Hernandez,0.6738906657
73765,Anthony Webb,99412,Jaclyn Robinson,0.5809580532
74398,Lauren Salinas,81119,Mrs. Rachel Price MD,0.4523664106
74398,Lauren Salinas,82336,William Vasquez,0.2879053052
74398,Lauren Salinas,84362,Francisco Escobar,0.3564598329
74398,Lauren Salinas,89525,Cindy Hernandez,0.4579168134
74398,Lauren Salinas,99412,Jaclyn Robinson,0.7304917184
81119,Mrs. Rachel Price MD,82336,William Vasquez,0.4847128538
81119,Mrs. Rachel Price MD,84362,Francisco Escobar,0.5299471632
81119,Mrs. Rachel Price MD,89525,Cindy Hernandez,0.4787340083
81119,Mrs. Rachel Price MD,99412,Jaclyn Robinson,0.7347831827
82336,William Vasquez,84362,Francisco Escobar,0.3550048951
82336,William Vasquez,89525,Cindy Hernandez,0.4986853249
82336,William Vasquez,99412,Jaclyn Robinson,0.6994700673
84362,Francisco Escobar,89525,Cindy Hernandez,0.5155264065
84362,Francisco Escobar,99412,Jaclyn Robinson,0.7427778460
89525,Cindy Hernandez,99412,Jaclyn Robinson,0.7421307013
